Complaint ID,Complaint Type,Complaint Text,Complaint Status,Complaint Resolution Time,Student ID,Student Program,Student Year,Faculty ID,Faculty Department,Predicted Complaint Type,Predicted Priority,Duplicate Flag,SLA Risk Score,Recommended Action,Anomaly Flag,Explanation
186,Marks Mismatch,My quiz marks seem incorrect in Physics.,In Progress,3,STD94372,Electrical Engineering,2nd,FAC46527,Computer Science,,,False,0.0,,False,
187,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,4,STD56972,Business,2nd,FAC77248,Electrical Engineering,,,False,0.0,,False,
188,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,10,STD46189,Electrical Engineering,3rd,FAC61377,Mechanical Engineering,,,False,0.0,,False,
189,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,In Progress,4,STD35586,Electrical Engineering,4th,FAC36501,Computer Science,,,False,0.0,,False,
190,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD64818,Computer Science,3rd,FAC10493,Computer Science,,,False,0.0,,False,
191,Absentee Error,I was marked absent for Exam despite attending.,In Progress,6,STD63575,Mechanical Engineering,1st,FAC33746,Mechanical Engineering,,,False,0.0,,False,
192,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,4,STD71772,Computer Science,4th,FAC93266,Business,,,False,0.0,,False,
193,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,13,STD25253,Electrical Engineering,2nd,FAC54329,Mechanical Engineering,,,False,0.0,,False,
194,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD82626,Electrical Engineering,2nd,FAC96677,Business,,,False,0.0,,False,
195,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Pending,0,STD96239,Computer Science,3rd,FAC15090,Mechanical Engineering,,,False,0.0,,False,
196,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD36466,Computer Science,1st,FAC29406,Computer Science,,,False,0.0,,False,
197,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD14240,Computer Science,3rd,FAC79880,Computer Science,,,False,0.0,,False,
198,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD95112,Computer Science,2nd,FAC20670,Business,,,False,0.0,,False,
199,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD96164,Computer Science,3rd,FAC44907,Computer Science,,,False,0.0,,False,
200,Absentee Error,I was marked absent for Exam despite attending.,In Progress,5,STD90899,Computer Science,1st,FAC14047,Mechanical Engineering,,,False,0.0,,False,
201,Marks Mismatch,My final marks seem incorrect in Math.,Pending,0,STD41153,Mechanical Engineering,4th,FAC60733,Business,,,False,0.0,,False,
202,Absentee Error,I was marked absent for Lab despite attending.,Resolved,4,STD67097,Computer Science,1st,FAC43337,Business,,,False,0.0,,False,
203,Marks Mismatch,My final marks seem incorrect in Math.,In Progress,6,STD59052,Electrical Engineering,2nd,FAC20491,Computer Science,,,False,0.0,,False,
204,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,8,STD11987,Computer Science,1st,FAC43204,Computer Science,,,False,0.0,,False,
205,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,7,STD64922,Computer Science,1st,FAC59033,Computer Science,,,False,0.0,,False,
206,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,4,STD49582,Mechanical Engineering,3rd,FAC23925,Mechanical Engineering,,,False,0.0,,False,
207,Absentee Error,I was marked absent for Exam despite attending.,In Progress,5,STD30435,Business,1st,FAC21725,Mechanical Engineering,,,False,0.0,,False,
208,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,5,STD41191,Business,4th,FAC14420,Mechanical Engineering,,,False,0.0,,False,
209,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD93482,Electrical Engineering,2nd,FAC47500,Computer Science,,,False,0.0,,False,
210,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD49506,Computer Science,3rd,FAC88298,Business,,,False,0.0,,False,
211,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,12,STD11215,Mechanical Engineering,1st,FAC33931,Business,,,False,0.0,,False,
212,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,In Progress,6,STD46280,Mechanical Engineering,4th,FAC80505,Electrical Engineering,,,False,0.0,,False,
213,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD88683,Business,3rd,FAC86353,Mechanical Engineering,,,False,0.0,,False,
214,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,6,STD14831,Computer Science,4th,FAC95406,Electrical Engineering,,,False,0.0,,False,
215,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Pending,0,STD34059,Computer Science,4th,FAC52895,Computer Science,,,False,0.0,,False,
216,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Pending,0,STD64722,Computer Science,4th,FAC79254,Computer Science,,,False,0.0,,False,
217,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,7,STD47198,Computer Science,2nd,FAC81888,Business,,,False,0.0,,False,
218,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,6,STD30995,Electrical Engineering,2nd,FAC46607,Mechanical Engineering,,,False,0.0,,False,
219,Marks Mismatch,My final marks seem incorrect in Math.,Pending,0,STD70706,Electrical Engineering,1st,FAC50012,Computer Science,,,False,0.0,,False,
220,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,11,STD26794,Computer Science,1st,FAC73762,Computer Science,,,False,0.0,,False,
221,Absentee Error,I was marked absent for Lab despite attending.,Resolved,5,STD64242,Business,1st,FAC73823,Computer Science,,,False,0.0,,False,
222,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,2,STD17789,Electrical Engineering,4th,FAC69121,Mechanical Engineering,,,False,0.0,,False,
223,Marks Mismatch,My quiz marks seem incorrect in Math.,In Progress,6,STD84987,Computer Science,1st,FAC43701,Mechanical Engineering,,,False,0.0,,False,
224,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,7,STD43151,Business,4th,FAC58320,Mechanical Engineering,,,False,0.0,,False,
225,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,2,STD49609,Computer Science,4th,FAC12276,Electrical Engineering,,,False,0.0,,False,
226,Missing Grade,My grade for Course X is missing in the portal.,In Progress,6,STD25285,Computer Science,3rd,FAC98545,Electrical Engineering,,,False,0.0,,False,
227,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,6,STD67519,Computer Science,3rd,FAC21485,Electrical Engineering,,,False,0.0,,False,
228,Missing Grade,My grade for Course X is missing in the portal.,Resolved,11,STD59590,Electrical Engineering,1st,FAC60144,Computer Science,,,False,0.0,,False,
229,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD53854,Business,4th,FAC79102,Electrical Engineering,,,False,0.0,,False,
230,Absentee Error,I was marked absent for Exam despite attending.,In Progress,6,STD42317,Computer Science,2nd,FAC93586,Computer Science,,,False,0.0,,False,
231,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD84704,Electrical Engineering,1st,FAC88177,Electrical Engineering,,,False,0.0,,False,
232,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,5,STD19009,Electrical Engineering,4th,FAC76690,Computer Science,,,False,0.0,,False,
233,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD30740,Computer Science,3rd,FAC38709,Electrical Engineering,,,False,0.0,,False,
234,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD75314,Electrical Engineering,3rd,FAC75898,Electrical Engineering,,,False,0.0,,False,
235,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,4,STD94205,Computer Science,3rd,FAC27417,Business,,,False,0.0,,False,
236,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,8,STD75448,Computer Science,2nd,FAC79992,Electrical Engineering,,,False,0.0,,False,
237,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,5,STD94545,Computer Science,2nd,FAC40027,Business,,,False,0.0,,False,
238,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,9,STD70873,Mechanical Engineering,4th,FAC86553,Business,,,False,0.0,,False,
239,Absentee Error,I was marked absent for Lab despite attending.,Resolved,2,STD94797,Electrical Engineering,4th,FAC97971,Business,,,False,0.0,,False,
240,Absentee Error,I was marked absent for Lab despite attending.,Resolved,5,STD91380,Electrical Engineering,2nd,FAC76300,Electrical Engineering,,,False,0.0,,False,
241,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,6,STD31877,Computer Science,2nd,FAC19770,Mechanical Engineering,,,False,0.0,,False,
242,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,4,STD72900,Computer Science,2nd,FAC65255,Business,,,False,0.0,,False,
243,Missing Grade,My grade for Course X is missing in the portal.,Resolved,12,STD94477,Mechanical Engineering,1st,FAC24280,Computer Science,,,False,0.0,,False,
244,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD56708,Electrical Engineering,1st,FAC45772,Mechanical Engineering,,,False,0.0,,False,
245,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,4,STD96832,Electrical Engineering,1st,FAC77185,Business,,,False,0.0,,False,
246,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,11,STD45403,Computer Science,4th,FAC94722,Mechanical Engineering,,,False,0.0,,False,
247,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD21495,Computer Science,2nd,FAC83222,Electrical Engineering,,,False,0.0,,False,
248,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,In Progress,5,STD81178,Mechanical Engineering,3rd,FAC58271,Computer Science,,,False,0.0,,False,
249,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD81367,Mechanical Engineering,3rd,FAC17911,Business,,,False,0.0,,False,
250,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD33687,Computer Science,1st,FAC69604,Computer Science,,,False,0.0,,False,
251,Absentee Error,I was marked absent for Exam despite attending.,Resolved,8,STD23414,Computer Science,2nd,FAC37719,Business,,,False,0.0,,False,
252,Absentee Error,I was marked absent for Exam despite attending.,Resolved,12,STD70843,Computer Science,4th,FAC77414,Electrical Engineering,,,False,0.0,,False,
253,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD55247,Computer Science,3rd,FAC20042,Mechanical Engineering,,,False,0.0,,False,
254,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,9,STD32420,Mechanical Engineering,1st,FAC66576,Business,,,False,0.0,,False,
255,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,7,STD44964,Electrical Engineering,3rd,FAC94635,Computer Science,,,False,0.0,,False,
256,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD65557,Business,4th,FAC41977,Electrical Engineering,,,False,0.0,,False,
257,Absentee Error,I was marked absent for Lab despite attending.,Resolved,9,STD83914,Electrical Engineering,1st,FAC27867,Mechanical Engineering,,,False,0.0,,False,
258,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD62932,Electrical Engineering,2nd,FAC85237,Electrical Engineering,,,False,0.0,,False,
259,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,11,STD70475,Mechanical Engineering,3rd,FAC14599,Electrical Engineering,,,False,0.0,,False,
260,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,13,STD38468,Business,3rd,FAC19360,Electrical Engineering,,,False,0.0,,False,
261,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD11113,Computer Science,1st,FAC16039,Electrical Engineering,,,False,0.0,,False,
262,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,3,STD14033,Computer Science,3rd,FAC55832,Computer Science,,,False,0.0,,False,
263,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD73558,Electrical Engineering,2nd,FAC74437,Mechanical Engineering,,,False,0.0,,False,
264,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD46747,Mechanical Engineering,4th,FAC13953,Mechanical Engineering,,,False,0.0,,False,
265,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD80608,Mechanical Engineering,1st,FAC72030,Computer Science,,,False,0.0,,False,
266,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD74635,Business,2nd,FAC24697,Computer Science,,,False,0.0,,False,
267,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,11,STD19004,Computer Science,1st,FAC52423,Mechanical Engineering,,,False,0.0,,False,
268,Missing Grade,My grade for Course X is missing in the portal.,Resolved,12,STD77066,Electrical Engineering,2nd,FAC77481,Business,,,False,0.0,,False,
269,Marks Mismatch,My midterm marks seem incorrect in Physics.,In Progress,3,STD98710,Computer Science,3rd,FAC47158,Business,,,False,0.0,,False,
270,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,5,STD50877,Computer Science,1st,FAC69865,Electrical Engineering,,,False,0.0,,False,
271,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD52686,Electrical Engineering,2nd,FAC87518,Electrical Engineering,,,False,0.0,,False,
272,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,3,STD14397,Electrical Engineering,2nd,FAC56981,Electrical Engineering,,,False,0.0,,False,
273,Missing Grade,My grade for Course X is missing in the portal.,Resolved,1,STD85487,Electrical Engineering,2nd,FAC12678,Electrical Engineering,,,False,0.0,,False,
274,Absentee Error,I was marked absent for Exam despite attending.,Resolved,11,STD14300,Mechanical Engineering,4th,FAC15876,Business,,,False,0.0,,False,
275,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,13,STD24975,Computer Science,4th,FAC33440,Electrical Engineering,,,False,0.0,,False,
276,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD15411,Computer Science,3rd,FAC82657,Mechanical Engineering,,,False,0.0,,False,
277,Absentee Error,I was marked absent for Lab despite attending.,In Progress,4,STD46900,Computer Science,4th,FAC56238,Business,,,False,0.0,,False,
278,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD41013,Electrical Engineering,1st,FAC93888,Mechanical Engineering,,,False,0.0,,False,
279,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,9,STD19657,Computer Science,4th,FAC83958,Business,,,False,0.0,,False,
280,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,5,STD85981,Electrical Engineering,3rd,FAC78223,Electrical Engineering,,,False,0.0,,False,
281,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,12,STD63182,Electrical Engineering,3rd,FAC95255,Electrical Engineering,,,False,0.0,,False,
282,Missing Grade,My grade for Course X is missing in the portal.,Resolved,2,STD35134,Computer Science,1st,FAC99674,Computer Science,,,False,0.0,,False,
283,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,7,STD56501,Computer Science,2nd,FAC87597,Mechanical Engineering,,,False,0.0,,False,
284,Missing Grade,My grade for Course X is missing in the portal.,Resolved,7,STD97972,Electrical Engineering,2nd,FAC82578,Computer Science,,,False,0.0,,False,
285,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD44053,Computer Science,3rd,FAC81756,Electrical Engineering,,,False,0.0,,False,
286,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,1,STD55142,Electrical Engineering,4th,FAC46260,Electrical Engineering,,,False,0.0,,False,
287,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD40402,Electrical Engineering,1st,FAC57911,Electrical Engineering,,,False,0.0,,False,
288,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Pending,0,STD50789,Computer Science,2nd,FAC95496,Business,,,False,0.0,,False,
289,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD72443,Mechanical Engineering,2nd,FAC92001,Business,,,False,0.0,,False,
290,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,2,STD95289,Computer Science,2nd,FAC69936,Mechanical Engineering,,,False,0.0,,False,
291,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD53695,Electrical Engineering,1st,FAC38132,Electrical Engineering,,,False,0.0,,False,
292,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,13,STD95601,Electrical Engineering,4th,FAC88843,Mechanical Engineering,,,False,0.0,,False,
293,Marks Mismatch,My midterm marks seem incorrect in Math.,In Progress,4,STD75680,Computer Science,1st,FAC60650,Business,,,False,0.0,,False,
294,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD91806,Mechanical Engineering,1st,FAC22416,Business,,,False,0.0,,False,
295,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,4,STD42623,Business,1st,FAC20028,Computer Science,,,False,0.0,,False,
296,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD57531,Electrical Engineering,3rd,FAC34457,Computer Science,,,False,0.0,,False,
297,Marks Mismatch,My final marks seem incorrect in Math.,Pending,0,STD55929,Mechanical Engineering,2nd,FAC28989,Business,,,False,0.0,,False,
298,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD25624,Electrical Engineering,1st,FAC16057,Mechanical Engineering,,,False,0.0,,False,
299,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD12379,Computer Science,4th,FAC38288,Electrical Engineering,,,False,0.0,,False,
300,Absentee Error,I was marked absent for Exam despite attending.,In Progress,4,STD15227,Mechanical Engineering,3rd,FAC73376,Business,,,False,0.0,,False,
301,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD68681,Business,2nd,FAC51129,Business,,,False,0.0,,False,
302,Marks Mismatch,My midterm marks seem incorrect in Physics.,In Progress,6,STD25558,Business,1st,FAC69139,Business,,,False,0.0,,False,
303,Marks Mismatch,My final marks seem incorrect in Physics.,Pending,0,STD78451,Computer Science,3rd,FAC94757,Computer Science,,,False,0.0,,False,
304,Marks Mismatch,My midterm marks seem incorrect in Physics.,In Progress,4,STD55694,Computer Science,1st,FAC17221,Electrical Engineering,,,False,0.0,,False,
305,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD37483,Electrical Engineering,3rd,FAC70898,Electrical Engineering,,,False,0.0,,False,
306,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Pending,0,STD61979,Electrical Engineering,1st,FAC21145,Mechanical Engineering,,,False,0.0,,False,
307,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,6,STD32814,Mechanical Engineering,3rd,FAC45346,Electrical Engineering,,,False,0.0,,False,
308,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD84673,Electrical Engineering,2nd,FAC69925,Electrical Engineering,,,False,0.0,,False,
309,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD71886,Computer Science,2nd,FAC18484,Business,,,False,0.0,,False,
310,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD91797,Mechanical Engineering,3rd,FAC73405,Computer Science,,,False,0.0,,False,
311,Missing Grade,My grade for Course X is missing in the portal.,Resolved,13,STD79757,Computer Science,2nd,FAC47488,Mechanical Engineering,,,False,0.0,,False,
312,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,3,STD69816,Electrical Engineering,2nd,FAC74055,Computer Science,,,False,0.0,,False,
313,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,6,STD74469,Computer Science,3rd,FAC98711,Computer Science,,,False,0.0,,False,
314,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD14257,Computer Science,4th,FAC43273,Business,,,False,0.0,,False,
315,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,In Progress,3,STD25657,Computer Science,1st,FAC54205,Business,,,False,0.0,,False,
316,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD17619,Computer Science,1st,FAC73314,Computer Science,,,False,0.0,,False,
317,Absentee Error,I was marked absent for Exam despite attending.,In Progress,6,STD59341,Computer Science,4th,FAC45396,Business,,,False,0.0,,False,
318,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,5,STD32430,Electrical Engineering,3rd,FAC89145,Mechanical Engineering,,,False,0.0,,False,
319,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD61156,Mechanical Engineering,1st,FAC36015,Computer Science,,,False,0.0,,False,
320,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD77450,Electrical Engineering,1st,FAC97636,Computer Science,,,False,0.0,,False,
321,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD43612,Mechanical Engineering,3rd,FAC50328,Computer Science,,,False,0.0,,False,
322,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD16743,Mechanical Engineering,4th,FAC53396,Computer Science,,,False,0.0,,False,
323,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,12,STD84320,Mechanical Engineering,1st,FAC10584,Business,,,False,0.0,,False,
324,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD44604,Electrical Engineering,2nd,FAC69135,Mechanical Engineering,,,False,0.0,,False,
325,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD44520,Computer Science,2nd,FAC51161,Mechanical Engineering,,,False,0.0,,False,
326,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,4,STD26095,Electrical Engineering,1st,FAC52386,Business,,,False,0.0,,False,
327,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD92326,Computer Science,4th,FAC91295,Mechanical Engineering,,,False,0.0,,False,
328,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD25124,Business,4th,FAC13781,Mechanical Engineering,,,False,0.0,,False,
329,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,9,STD82342,Computer Science,4th,FAC49514,Mechanical Engineering,,,False,0.0,,False,
330,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,3,STD32342,Computer Science,3rd,FAC34412,Business,,,False,0.0,,False,
331,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,10,STD51774,Business,4th,FAC85409,Mechanical Engineering,,,False,0.0,,False,
332,Absentee Error,I was marked absent for Lab despite attending.,Resolved,9,STD76482,Mechanical Engineering,4th,FAC42733,Mechanical Engineering,,,False,0.0,,False,
333,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD82587,Mechanical Engineering,2nd,FAC12987,Electrical Engineering,,,False,0.0,,False,
334,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD63165,Mechanical Engineering,2nd,FAC10110,Electrical Engineering,,,False,0.0,,False,
335,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,9,STD38809,Computer Science,3rd,FAC40223,Business,,,False,0.0,,False,
336,Absentee Error,I was marked absent for Lab despite attending.,Resolved,10,STD35995,Computer Science,4th,FAC34462,Computer Science,,,False,0.0,,False,
337,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,In Progress,6,STD45201,Electrical Engineering,2nd,FAC86617,Computer Science,,,False,0.0,,False,
338,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD25568,Mechanical Engineering,4th,FAC23069,Business,,,False,0.0,,False,
339,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD82606,Computer Science,2nd,FAC49713,Business,,,False,0.0,,False,
340,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD82406,Computer Science,2nd,FAC40309,Computer Science,,,False,0.0,,False,
341,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD97326,Computer Science,1st,FAC67032,Electrical Engineering,,,False,0.0,,False,
342,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD81544,Electrical Engineering,4th,FAC79959,Computer Science,,,False,0.0,,False,
343,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,4,STD90348,Electrical Engineering,2nd,FAC25752,Electrical Engineering,,,False,0.0,,False,
344,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,4,STD64747,Mechanical Engineering,4th,FAC34837,Electrical Engineering,,,False,0.0,,False,
345,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,5,STD31240,Mechanical Engineering,2nd,FAC85868,Business,,,False,0.0,,False,
346,Absentee Error,I was marked absent for Exam despite attending.,Resolved,7,STD53736,Electrical Engineering,2nd,FAC18604,Electrical Engineering,,,False,0.0,,False,
347,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD27587,Business,3rd,FAC26269,Business,,,False,0.0,,False,
348,Absentee Error,I was marked absent for Exam despite attending.,Resolved,3,STD31796,Electrical Engineering,2nd,FAC55769,Electrical Engineering,,,False,0.0,,False,
349,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,3,STD65303,Computer Science,2nd,FAC18316,Computer Science,,,False,0.0,,False,
350,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD62931,Computer Science,4th,FAC52025,Mechanical Engineering,,,False,0.0,,False,
351,Missing Grade,My grade for Course X is missing in the portal.,Resolved,8,STD19532,Electrical Engineering,2nd,FAC44550,Mechanical Engineering,,,False,0.0,,False,
352,Absentee Error,I was marked absent for Exam despite attending.,Resolved,8,STD66152,Computer Science,1st,FAC89819,Mechanical Engineering,,,False,0.0,,False,
353,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD34747,Electrical Engineering,1st,FAC19869,Mechanical Engineering,,,False,0.0,,False,
354,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD20263,Computer Science,2nd,FAC88121,Mechanical Engineering,,,False,0.0,,False,
355,Absentee Error,I was marked absent for Exam despite attending.,Resolved,5,STD73686,Electrical Engineering,2nd,FAC85392,Mechanical Engineering,,,False,0.0,,False,
356,Missing Grade,My grade for Course X is missing in the portal.,Resolved,1,STD40692,Computer Science,1st,FAC71610,Computer Science,,,False,0.0,,False,
357,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,6,STD59464,Mechanical Engineering,2nd,FAC20733,Mechanical Engineering,,,False,0.0,,False,
358,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,3,STD94811,Computer Science,4th,FAC48129,Mechanical Engineering,,,False,0.0,,False,
359,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,4,STD95273,Computer Science,3rd,FAC26764,Mechanical Engineering,,,False,0.0,,False,
360,Missing Grade,My grade for Course X is missing in the portal.,In Progress,6,STD50643,Business,4th,FAC87678,Business,,,False,0.0,,False,
361,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD96269,Electrical Engineering,1st,FAC39295,Electrical Engineering,,,False,0.0,,False,
362,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD82892,Business,4th,FAC94796,Mechanical Engineering,,,False,0.0,,False,
363,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,6,STD11086,Electrical Engineering,4th,FAC65411,Electrical Engineering,,,False,0.0,,False,
364,Marks Mismatch,My quiz marks seem incorrect in Math.,In Progress,3,STD31449,Computer Science,3rd,FAC62330,Mechanical Engineering,,,False,0.0,,False,
365,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD53416,Computer Science,4th,FAC28682,Electrical Engineering,,,False,0.0,,False,
366,Absentee Error,I was marked absent for Lab despite attending.,Resolved,10,STD87296,Electrical Engineering,3rd,FAC48710,Business,,,False,0.0,,False,
367,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD35121,Computer Science,2nd,FAC81274,Computer Science,,,False,0.0,,False,
368,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,In Progress,6,STD87868,Electrical Engineering,2nd,FAC46162,Mechanical Engineering,,,False,0.0,,False,
369,Absentee Error,I was marked absent for Lab despite attending.,Resolved,13,STD61426,Electrical Engineering,1st,FAC58853,Mechanical Engineering,,,False,0.0,,False,
370,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD33881,Computer Science,3rd,FAC84842,Business,,,False,0.0,,False,
