Complaint ID,Complaint Type,Complaint Text,Complaint Status,Complaint Resolution Time,Student ID,Student Program,Student Year,Faculty ID,Faculty Department,Predicted Complaint Type,Predicted Priority,Duplicate Flag,SLA Risk Score,Recommended Action,Anomaly Flag,Explanation,Resolution Description,Faculty Response Time,Student Satisfaction Score
319,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,5,STD83523,Mechanical Engineering,4th,FAC19415,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,3
322,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD42517,Electrical Engineering,2nd,FAC20179,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,5
323,Missing Grade,My grade for Course X is missing in the portal.,Resolved,1,STD54699,Computer Science,4th,FAC83206,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,1
327,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD31931,Electrical Engineering,3rd,FAC58469,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,2
329,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD78813,Mechanical Engineering,3rd,FAC90970,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,4
333,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,2,STD96416,Business,2nd,FAC39915,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,5
338,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD94213,Electrical Engineering,4th,FAC68688,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,4
342,Missing Grade,My grade for Course X is missing in the portal.,Resolved,2,STD52807,Electrical Engineering,4th,FAC10172,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,1
343,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,4,STD57084,Business,4th,FAC86354,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,4
344,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,11,STD31241,Computer Science,2nd,FAC14631,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,2
346,Absentee Error,I was marked absent for Exam despite attending.,Resolved,12,STD24676,Electrical Engineering,3rd,FAC64280,Business,,,False,0.0,,False,,Verified attendance records and updated status.,3,4
347,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD63729,Computer Science,2nd,FAC76550,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
349,Missing Grade,My grade for Course X is missing in the portal.,Resolved,13,STD62602,Electrical Engineering,2nd,FAC75659,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,4
350,Absentee Error,I was marked absent for Lab despite attending.,Resolved,10,STD54204,Mechanical Engineering,3rd,FAC49128,Business,,,False,0.0,,False,,Verified attendance records and updated status.,1,5
351,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,8,STD76784,Computer Science,4th,FAC70066,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,2
352,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,3,STD52140,Mechanical Engineering,4th,FAC90785,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,3
353,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD65368,Mechanical Engineering,3rd,FAC24493,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,2
354,Missing Grade,My grade for Course X is missing in the portal.,Resolved,12,STD17369,Computer Science,2nd,FAC44558,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,5
356,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,5,STD60701,Business,2nd,FAC26257,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,3
359,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,2,STD70567,Business,2nd,FAC63681,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,4
360,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,4,STD82134,Electrical Engineering,1st,FAC46452,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,1
361,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,9,STD75736,Business,3rd,FAC24615,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,1
362,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,5,STD68268,Mechanical Engineering,4th,FAC68620,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,1
364,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,13,STD46816,Mechanical Engineering,1st,FAC19482,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,2
365,Absentee Error,I was marked absent for Lab despite attending.,Resolved,5,STD80687,Business,1st,FAC19843,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,5,4
366,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD14767,Computer Science,2nd,FAC78376,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,1
370,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,8,STD11842,Electrical Engineering,3rd,FAC55088,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,5
371,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD81673,Computer Science,1st,FAC87718,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,5,1
372,Missing Grade,My grade for Course X is missing in the portal.,Resolved,8,STD52914,Computer Science,1st,FAC36495,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,4
373,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,9,STD14849,Business,4th,FAC92924,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,1
377,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,1,STD16906,Electrical Engineering,3rd,FAC45826,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,5
380,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,5,STD17985,Computer Science,2nd,FAC14485,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,2
381,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD66684,Computer Science,1st,FAC50340,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,3
382,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,8,STD91265,Business,1st,FAC78544,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,4
383,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD34792,Electrical Engineering,1st,FAC33623,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,2
385,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,11,STD44476,Computer Science,2nd,FAC50906,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,3
387,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,4,STD29732,Business,2nd,FAC22389,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,1
388,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,7,STD29941,Mechanical Engineering,1st,FAC72301,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,5,4
390,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD65335,Computer Science,3rd,FAC82922,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,2
394,Missing Grade,My grade for Course X is missing in the portal.,Resolved,4,STD25439,Computer Science,3rd,FAC36619,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,4
397,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,3,STD35087,Electrical Engineering,3rd,FAC67591,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,2,4
399,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,7,STD68384,Electrical Engineering,1st,FAC62164,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,5
402,Absentee Error,I was marked absent for Exam despite attending.,Resolved,6,STD18613,Mechanical Engineering,1st,FAC80125,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,3
404,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,6,STD81209,Mechanical Engineering,2nd,FAC19253,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,2
405,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,13,STD91651,Computer Science,4th,FAC69257,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,3
407,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,3,STD79763,Electrical Engineering,2nd,FAC39238,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,5,2
409,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD26274,Mechanical Engineering,2nd,FAC76883,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,2,1
415,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,6,STD60031,Electrical Engineering,1st,FAC68587,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,5
416,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,9,STD76897,Electrical Engineering,2nd,FAC40584,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,4
417,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,3,STD86777,Mechanical Engineering,2nd,FAC55009,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,5,1
419,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,7,STD37015,Computer Science,1st,FAC71589,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,5
421,Missing Grade,My grade for Course X is missing in the portal.,Resolved,7,STD52560,Computer Science,4th,FAC29815,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,3
422,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD13367,Electrical Engineering,4th,FAC13485,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,1
423,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,5,STD74597,Mechanical Engineering,3rd,FAC82255,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,5
427,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD25745,Mechanical Engineering,4th,FAC40166,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,1,4
429,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,1,STD37347,Computer Science,2nd,FAC63898,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,3
431,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,12,STD86389,Computer Science,4th,FAC79088,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,5
432,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,12,STD68115,Computer Science,1st,FAC75757,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,1
435,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD74275,Mechanical Engineering,2nd,FAC92569,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,5
437,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD57554,Computer Science,1st,FAC53527,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,5,4
438,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,2,STD51417,Computer Science,1st,FAC19655,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,1
440,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD94356,Electrical Engineering,2nd,FAC86561,Business,,,False,0.0,,False,,Verified attendance records and updated status.,1,2
441,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,8,STD41781,Mechanical Engineering,3rd,FAC49900,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,3
443,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD58812,Mechanical Engineering,4th,FAC68264,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,4
445,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD58550,Electrical Engineering,2nd,FAC49960,Business,,,False,0.0,,False,,Verified attendance records and updated status.,5,1
446,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD84283,Electrical Engineering,3rd,FAC17904,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,3
450,Absentee Error,I was marked absent for Lab despite attending.,Resolved,13,STD93295,Computer Science,3rd,FAC63103,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,1
451,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,1,STD33506,Computer Science,3rd,FAC72807,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,5
455,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD12827,Computer Science,2nd,FAC74414,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
456,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,1,STD25148,Mechanical Engineering,1st,FAC73626,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,5
457,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,9,STD25751,Mechanical Engineering,4th,FAC46808,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,4,4
458,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,11,STD75820,Computer Science,4th,FAC70507,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,5
462,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,6,STD28112,Electrical Engineering,2nd,FAC44478,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,6,4
465,Absentee Error,I was marked absent for Exam despite attending.,Resolved,7,STD97749,Business,1st,FAC99928,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,4,2
467,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,10,STD15096,Mechanical Engineering,3rd,FAC98488,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,3
468,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,5,STD62891,Computer Science,2nd,FAC87999,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
469,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,10,STD54877,Mechanical Engineering,3rd,FAC27861,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,1
471,Absentee Error,I was marked absent for Lab despite attending.,Resolved,2,STD71313,Computer Science,4th,FAC55891,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,4
474,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD63014,Electrical Engineering,1st,FAC60991,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,3,2
475,Absentee Error,I was marked absent for Lab despite attending.,Resolved,4,STD45421,Electrical Engineering,4th,FAC78400,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,4
478,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,6,STD67318,Electrical Engineering,2nd,FAC69769,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,1,5
480,Absentee Error,I was marked absent for Lab despite attending.,Resolved,1,STD61320,Electrical Engineering,4th,FAC26749,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,2
481,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,11,STD34542,Electrical Engineering,3rd,FAC40806,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,4
483,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD48429,Electrical Engineering,1st,FAC99844,Business,,,False,0.0,,False,,Verified attendance records and updated status.,3,5
484,Absentee Error,I was marked absent for Lab despite attending.,Resolved,10,STD27586,Electrical Engineering,1st,FAC77712,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,5,2
486,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,4,STD11668,Business,1st,FAC50386,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,2
487,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD84570,Electrical Engineering,2nd,FAC40613,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,4
488,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,11,STD30416,Electrical Engineering,2nd,FAC99761,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,5
489,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD31410,Computer Science,1st,FAC80816,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,6,4
490,Absentee Error,I was marked absent for Exam despite attending.,Resolved,3,STD46405,Computer Science,2nd,FAC42148,Business,,,False,0.0,,False,,Verified attendance records and updated status.,1,3
493,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD17711,Computer Science,2nd,FAC19465,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,5
494,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD22949,Electrical Engineering,2nd,FAC15897,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,5,2
497,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,7,STD84753,Computer Science,4th,FAC69880,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,3
499,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,1,STD39101,Electrical Engineering,2nd,FAC64820,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,3
500,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,4,STD41603,Computer Science,4th,FAC99623,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,5
502,Absentee Error,I was marked absent for Lab despite attending.,Resolved,8,STD56012,Mechanical Engineering,3rd,FAC11698,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,2
504,Absentee Error,I was marked absent for Exam despite attending.,Resolved,8,STD43197,Electrical Engineering,3rd,FAC24960,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,1,3
505,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,8,STD78440,Business,4th,FAC51510,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,2
506,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,9,STD96997,Mechanical Engineering,1st,FAC66346,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,2
508,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,4,STD85573,Computer Science,4th,FAC51777,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,5
510,Absentee Error,I was marked absent for Lab despite attending.,Resolved,5,STD98539,Electrical Engineering,1st,FAC40378,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
511,Absentee Error,I was marked absent for Lab despite attending.,Resolved,1,STD85034,Mechanical Engineering,1st,FAC35386,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,4
513,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,12,STD83775,Computer Science,2nd,FAC58929,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,2,1
515,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD76871,Business,3rd,FAC36003,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,5
516,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,3,STD91127,Mechanical Engineering,3rd,FAC60255,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,6,1
517,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,11,STD64057,Electrical Engineering,4th,FAC33465,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,5,5
520,Absentee Error,I was marked absent for Lab despite attending.,Resolved,13,STD48334,Electrical Engineering,4th,FAC60568,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,5
521,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,8,STD14918,Electrical Engineering,1st,FAC27953,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,5
522,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,4,STD29890,Mechanical Engineering,3rd,FAC86372,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,5
523,Missing Grade,My grade for Course X is missing in the portal.,Resolved,9,STD79751,Computer Science,4th,FAC80481,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,1
524,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,9,STD10480,Computer Science,3rd,FAC57613,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,2
532,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,3,STD31173,Electrical Engineering,2nd,FAC70181,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,2
534,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,8,STD33660,Computer Science,1st,FAC70346,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,2
536,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD60055,Electrical Engineering,2nd,FAC88397,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,5
537,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,9,STD45371,Electrical Engineering,3rd,FAC75133,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,1
538,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,10,STD35825,Computer Science,1st,FAC77987,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,4
539,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD85557,Computer Science,2nd,FAC89969,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,5,3
540,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD17594,Electrical Engineering,4th,FAC98733,Business,,,False,0.0,,False,,Verified attendance records and updated status.,5,4
542,Absentee Error,I was marked absent for Lab despite attending.,Resolved,8,STD41954,Computer Science,2nd,FAC59541,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
543,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,1,STD71415,Computer Science,3rd,FAC54013,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,4
544,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,8,STD55815,Business,1st,FAC54913,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,2
545,Missing Grade,My grade for Course X is missing in the portal.,Resolved,11,STD11262,Computer Science,1st,FAC41407,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,3
546,Absentee Error,I was marked absent for Exam despite attending.,Resolved,12,STD86740,Business,4th,FAC55754,Business,,,False,0.0,,False,,Verified attendance records and updated status.,2,2
551,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,12,STD75032,Computer Science,3rd,FAC39283,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,1
555,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,5,STD60808,Computer Science,3rd,FAC37330,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,2
559,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD13739,Computer Science,2nd,FAC29087,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,5,2
560,Absentee Error,I was marked absent for Lab despite attending.,Resolved,1,STD67903,Computer Science,1st,FAC40971,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,3
562,Missing Grade,My grade for Course X is missing in the portal.,Resolved,9,STD92080,Computer Science,2nd,FAC86365,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,5
569,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD33587,Electrical Engineering,1st,FAC87692,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,3
570,Absentee Error,I was marked absent for Exam despite attending.,Resolved,3,STD34043,Mechanical Engineering,4th,FAC87467,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,2,3
574,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,11,STD99135,Electrical Engineering,3rd,FAC94147,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,5,1
575,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,2,STD69876,Electrical Engineering,4th,FAC86177,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,2
576,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD26580,Electrical Engineering,3rd,FAC13606,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,5
582,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,9,STD91752,Electrical Engineering,1st,FAC91853,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,3
586,Missing Grade,My grade for Course X is missing in the portal.,Resolved,1,STD63519,Computer Science,3rd,FAC46117,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,4
589,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,10,STD43608,Electrical Engineering,1st,FAC87554,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
590,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,13,STD47763,Computer Science,2nd,FAC77069,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,2
593,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,12,STD21359,Electrical Engineering,4th,FAC70155,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
599,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,4,STD28175,Electrical Engineering,3rd,FAC39873,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,1
601,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,2,STD88389,Electrical Engineering,2nd,FAC29472,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,2
603,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,12,STD71526,Computer Science,2nd,FAC35964,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,5
604,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,8,STD82314,Business,4th,FAC95277,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,1,1
605,Absentee Error,I was marked absent for Lab despite attending.,Resolved,5,STD29726,Electrical Engineering,2nd,FAC27800,Business,,,False,0.0,,False,,Verified attendance records and updated status.,4,1
606,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,2,STD92838,Electrical Engineering,3rd,FAC92890,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,2,2
610,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,7,STD95993,Computer Science,1st,FAC72424,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
